user id,count
460030130201690,2
460030130201745,7
460030130203529,0
460030130206024,10
460030130206033,0
460030130206595,6
460030130207933,0
460030130209003,4
460030130210710,0
460030130211195,12
460030130211951,17
460030130212073,5
460030130214311,0
460030130215133,1
460030130217919,5
460030130219610,11
460030130219797,17
460030130220643,1
460030130221155,2
460030130221644,12
460030130224190,5
460030130224963,3
460030130226659,0
460030130229113,3
460030130229122,0
460030130229902,0
460030130229925,3
460030130241009,11
460030130241544,5
460030130241560,7
460030130244206,19
460030130251219,2
460030130251243,10
460030130251311,3
460030130251464,2
460030130251531,17
460030130251761,15
460030130251779,1
460030130251946,7
460030130252129,2
460030130252644,3
460030130256595,6
460030130259453,10
460030130259756,0
460030130260076,1
460030130260122,12
460030130260411,28
460030130261144,2
460030130261191,2
460030130263904,1
460030130264091,2
460030130264127,5
460030130264714,8
460030130264723,9
460030130265495,5
460030130265631,12
460030130265969,3
460030130267014,3
460030130267105,6
460030130267133,0
460030130267165,1
460030130267549,5
460030130267555,0
460030130267636,16
460030130267921,1
460030130269571,0
460030130273023,12
460030130274260,12
460030130274631,3
460030130275901,13
460030130277627,0
460030130290314,52
460030130290495,30
460030130290671,5
460030130290732,2
460030130290790,9
460030130291250,8
460030130291694,3
460030130292565,9
460030130292670,2
460030130293305,1
460030130293521,7
460030130293720,1
460030130293731,11
460030130295476,1
460030130296593,3
460030130297002,5
460030130297411,10
460030130297774,8
460030130299952,14
460030130521511,0
460030160273516,0
460030160277161,1
460030160964407,0
460030161110210,0
460030161145534,6
460030161256999,0
460030161391529,0
460030161454015,6
460030161591052,1
460030161610744,0
460030161626157,3
460030161641210,0
460030161660101,0
460030161695911,0
460030162630024,0
460030164150669,1
460030164563257,4
460030165101105,0
460030165101603,1
460030165210712,10
460030165224694,0
460030165224971,5
460030165243315,6
460030165244157,1
460030165297277,0
460030165333274,2
460030165617416,12
460030165704461,22
460030165741716,4
460030165911717,1
460030165960393,1
460030165999159,64
460030166053775,4
460030166110775,3
460030166113327,9
460030166115612,2
460030166171601,0
460030166179111,9
460030166253110,0
460030166257712,6
460030166260141,1
460030166273491,0
460030166273714,2
460030166339363,0
460030166363541,2
460030166410677,2
460030166461621,0
460030166479341,0
460030166514106,5
460030166610176,0
460030166610432,0
460030166615109,6
460030166933310,1
460030166949126,0
460030167526196,0
460030170316296,8
460030170327114,3
460030170901726,0
460030170901913,6
460030170906096,5
460030170979001,5
460030170991193,15
460030170991505,0
460030170991604,14
460030170993143,0
460030170994511,10
460030170995247,9
460030170995530,3
460030170995619,3
460030170999261,21
460030171229211,5
460030171263111,16
460030171976103,5
460030172191150,0
460030173111260,1
460030173146471,0
460030173665133,8
460030174211062,3
460030174431170,0
460030174571121,0
460030174601411,9
460030175977311,0
460030176015101,3
460030176172441,1
460030177205330,2
460030177372727,3
460030179131265,0
460030179155071,0
460030179760105,17
460030191000010,9
460030191001073,0
460030191001445,1
460030191001949,18
460030191001979,0
460030191007105,10
460030191010051,6
460030191010172,4
460030191010267,2
460030191010374,2
460030191010412,1
460030191011127,1
460030191011293,7
460030191011490,1
460030191011631,6
460030191011640,9
460030191011929,1
460030191013771,1
460030191014423,0
460030191014575,12
460030191015767,7
460030191016490,1
460030191016764,3
460030191017010,5
460030191017395,8
460030191017630,2
460030191017754,2
460030191019016,25
460030191019235,3
460030191019415,22
460030191041021,16
460030191041313,11
460030191041316,2
460030191041463,9
460030191041735,3
460030191041915,6
460030191042234,1
460030191042610,0
460030191043047,9
460030191043054,0
460030191044129,0
460030191044505,12
460030191046154,3
460030191046163,0
460030191046190,68
460030191046230,11
460030191047119,7
460030191047270,3
460030191049177,6
460030191049932,2
460030191049961,0
460030191050711,0
460030191059500,1
460030191060305,0
460030191060501,2
460030191061027,0
460030191065000,2
460030191065100,1
460030191065410,4
460030191065474,0
460030191065522,1
460030191065711,3
460030191066103,0
460030191066194,0
460030191071637,0
460030191073214,0
460030191079390,2
460030191093607,1
460030191095011,10
460030191101157,3
460030191110663,2
460030191135667,0
460030191162434,5
460030191172721,6
460030191221436,0
460030191221967,31
460030191229470,0
460030191233564,5
460030191241531,10
460030191244741,0
460030191251651,1
460030191276213,4
460030191294663,11
460030191404227,0
460030191459996,1
460030191504599,24
460030191507945,19
460030191513334,1
460030191513649,2
460030191514413,0
460030191517135,9
460030191521259,1
460030191521912,4
460030191521995,0
460030191526550,1
460030191562396,6
460030191591315,1
460030191621100,0
460030191632632,1
460030191951901,2
460030193150311,0
460030193431913,0
460030195012671,9
460030195110965,0
460030195111236,0
460030195111911,0
460030195112694,3
460030195112767,1
460030195115029,0
460030195115313,2
460030195115496,10
460030195115791,22
460030195119675,0
460030195119731,6
460030195120354,0
460030195121190,2
460030195122322,0
460030195122614,2
460030195124164,0
460030195124530,0
460030195129755,2
460030195131013,1
460030195131127,19
460030195131557,4
460030195131565,14
460030195131613,0
